"gutenburg_id" "text"
38783 "Peoria; Lincoln Old Folks' and Orphans' Home, founded by Mrs. Eva Monroe"
38783 "and assisted by the Women's Club of Springfield; the Home for Aged and"
38783 "Infirm Colored People, Chicago, founded by Mrs. Gabrella Smith and"
38783 "others; the Amanda Smith Orphans' Home, Harvey; the Phillis Wheatley"
38783 "Home for Wage-Earning Girls, of Chicago.\" In Alabama the State"
38783 "Federation of Colored Women's Clubs has established and is supporting a"
38783 "reformatory at Mt. Meigs for Negro boys, and the women are very"
38783 "enthusiastic about the work. A beautiful and well ordered home for Negro"
38783 "girls was established a few years ago in Virginia. Of the White Rose"
38783 "Mission of New York we are told that it \"has done much good. A large"
38783 "number of needy ones have found shelter within its doors and have been"
38783 "able to secure work of all kinds. This club has a committee to meet the"
38783 "incoming steamers from the South and see that young women entering the"
38783 "city as strangers are directed to proper homes.\" All such work is"
38783 "touching in its tenderness and effectiveness. The National Association"
38783 "of Colored Women's Clubs was founded in 1896. The organization has"
38783 "become stronger and stronger until it is now a powerful and effective"
38783 "one with hundreds of members. One of its recent activities has been the"
38783 "purchase of the home of Frederick Douglass at Anacostia, D. C."
38783 ""
38783 "In education, church life, and missions--special forms of social"
38783 "service--we have only to look around us to see what the Negro woman is"
38783 "accomplishing. Not only is she bearing the brunt of common school"
38783 "education for the race; in more than one instance a strong character,"
38783 "moved to do something, has started on a career of success a good"
38783 "secondary or industrial school. Representative are the Voorhees Normal"
38783 "and Industrial School, at Denmark, S. C., founded by Elizabeth C."
38783 "Wright; the Daytona Normal and Industrial Institute for Negro Girls,"
38783 "founded by Mrs. M. M. Bethune; and the Mt. Meigs Institute, Mt. Meigs,"
38783 "Alabama, founded by Miss Cornelia Bowen. Noteworthy for its special"
38783 "missionary emphasis is the National Training School of Washington, of"
38783 "which Miss Nannie H. Burroughs is the head. One of the most important"
38783 "recent developments in education has been the appointment of a number"
38783 "of young women as supervisors in county schools under the terms of the"
38783 "will of Anna T. Jeanes, a Quaker lady of Philadelphia who left a"
38783 "considerable sum of money for the improvement of the rural schools of"
38783 "the South. In church work we all know the extent to which women have had"
38783 "to bear the burden not only of the regular activities but also of the"
38783 "numerous \"rallies\" that still so unfortunately afflict our churches."
38783 "Deserving of special mention in connection with social service is the"
38783 "work of those who have labored under the auspices of the Young Women's"
38783 "Christian Association, which has done so much for the moral well-being"
38783 "of the great camps in the war. In foreign mission work one of the"
38783 "educational institutions sustained primarily by Northern Baptist"
38783 "agencies--Spelman Seminary--stands out with distinct prominence. Not"
38783 "only has Spelman sent to Africa several of her daughters from this"
38783 "country, the first one being Nora Gordon in 1889; she has also educated"
38783 "several who have come to her from Africa, the first being Lena Clark,"
38783 "and for these the hope has ever been that they would return to their own"
38783 "country for their largest and most mature service."
38783 ""
38783 "In the realm of business the Negro woman has stood side by side with her"
38783 "husband in the rise to higher things. In almost every instance in which"
38783 "a man has prospered, investigation will show that his advance was very"
38783 "largely due to the faith, the patience, and the untiring effort of his"
38783 "wife. Dr. B. T. Washington, in his book _The Negro in Business_, gave"
38783 "several examples. One of the outstanding instances was in the story of"
38783 "Junius G. Groves, famous potato grower of Edwardsville, Kansas. This man"
38783 "moved from his original home in Kentucky to Kansas at the time of the"
38783 "well-known \"Exodus\" of 1879, a migration movement which was even more"
38783 "voluntary on the part of the Negro than the recent removal to the North"
38783 "on the part of so many, this latter movement being in so many ways a"
38783 "result of war conditions. Mr. Groves in course of time became a man of"
38783 "large responsibilities and means. It is most interesting, however, to go"
38783 "back to his early days of struggle. We read as follows: \"Soon after"
38783 "getting the crop planted Mr. Groves decided to marry. When he reached"
38783 "this decision he had but seventy-five cents in cash, and had to borrow"
38783 "enough to satisfy the demands of the law. But he knew well the worth and"
38783 "common sense of the woman he was to marry. She was as poor in worldly"
38783 "goods as himself; but their poverty did not discourage them in their"
38783 "plans. * * * * During the whole season they worked with never-tiring"
38783 "energy, early and late; with the result that when the crop had been"
38783 "harvested and all debts paid they had cleared $125. Notwithstanding"
38783 "their lack of many necessaries of life, to say nothing of comforts, they"
38783 "decided to invest $50 of their earnings in a lot in Kansas City, Kansas."
38783 "They paid $25 for a milk cow, and kept the remaining $50 to be used in"
38783 "the making of another crop.\" In the course of a few years Mr. Groves,"
38783 "with the help of his wife, now the mother of a large family, gathered in"
38783 "one year hundreds of thousands of bushels of white potatoes, surpassing"
38783 "all other growers in the world. Similarly was the success of E. C."
38783 "Berry, a hotel-keeper of Athens, Ohio, due to his wife. \"At night, after"
38783 "his guests had fallen asleep, it was his custom to go around and gather"
38783 "up their clothes and take them to his wife, who would add buttons which"
38783 "were lacking, repair rents, and press the garments, after which Mr."
38783 "Berry would replace them in the guests' rooms. Guests who had received"
38783 "such treatment returned again and brought their friends with them.\" In"
38783 "course of time Mr. and Mrs. Berry came to own the leading hotel in"
38783 "Athens, one of fifty rooms and of special favor with commercial"
38783 "travelers."
38783 ""
38783 "Such examples could be multiplied indefinitely. It is not only in such"
38783 "spheres that the worth of the Negro woman has been shown, however."
38783 "Daily, in thousands of homes, in little stores and on humble farms,"
38783 "effort just as heroic has been exerted, though the result is not always"
38783 "so evident. On their own initiative also women are now engaging in large"
38783 "enterprises. The most conspicuous example of material success is"
38783 "undoubtedly Mme. C. J. Walker, of the Mme. C. J. Walker Manufacturing"
38783 "Company, of Indianapolis and New York, a business that is now conducted"
38783 "on a large scale and in accordance with the best business methods of"
38783 "America. Important also in this connection is the very great"
38783 "contribution that Negro women--very often those without education and"
38783 "opportunity--are making in the ordinary industrial life of the country."
38783 "According to the census of 1910, 1,047,146, or 52 per cent. of those at"
38783 "work, were either farmers or farm laborers, and 28 per cent. more were"
38783 "either cooks or washerwomen. In other words, a total of exactly 80 per"
38783 "cent. were doing some of the hardest and at the same time some of the"
38783 "most necessary work in our home and industrial life. These are workers"
38783 "whose worth has never been fully appreciated by the larger public, and"
38783 "who needed the heavy demands of the great war to call attention to the"
38783 "actual value of the service they were rendering."
38783 ""
38783 "The changes in fact brought about within the last few years, largely as"
38783 "a result of war conditions, are remarkable. As Mary E. Jackson, writing"
38783 "in the _Crisis_, has said: \"Indiana reports [Negro women] in glass"
38783 "works; in Ohio they are found on the night shifts of glass works; they"
38783 "have gone into the pottery works in Virginia; wood-working plants and"
38783 "lumber yards have called for their help in Tennessee.\" She also quotes"
38783 "Rachel S. Gallagher, of Cleveland, Ohio, as saying of the Negro women in"
38783 "that city: \"We find them on power sewing-machines, making caps, waists,"
38783 "bags, and mops; we find them doing pressing and various hand operations"
38783 "in these same shops. They are employed in knitting factories as winders,"
38783 "in a number of laundries on mangles of every type, and in sorting and"
38783 "marking. They are in paper box factories doing both hand and machine"
38783 "work, in button factories on the button machines, in packing houses"
38783 "packing meat, in railroad yards wiping and cleaning engines, and doing"
38783 "sorting in railroad shops. One of our workers recently found two colored"
38783 "girls on a knotting machine in a bed spring factory, putting the knots"
38783 "in the wire springs.\""
38783 ""
38783 "In the professions, such as medicine and law, and in scholarship as"
38783 "well, the Negro woman has blazed a path. One year after Oberlin College"
38783 "in Ohio was founded in 1833, thirty years before the issuing of the"
38783 "Emancipation Proclamation, the trustees took the advanced ground of"
38783 "admitting Negro men and women on equal terms with other students. Of the"
38783 "Northern colleges and universities Oberlin still leads in the number of"
38783 "its Negro women graduates, but in recent years other such institutions"
38783 "as Radcliffe, Wellesley, Columbia, and Chicago have been represented in"
38783 "an increasing number by those who have finished their work creditably"
38783 "and even with distinction in many instances. More and more each year are"
38783 "young women at these institutions going forward to the attainment of the"
38783 "higher scholastic degrees. In connection with medicine we recall the"
38783 "work in the war of the Negro woman in the related profession of nursing."
38783 "It was only after considerable discussion that she was given a genuine"
38783 "opportunity in Red Cross work, but she at once vindicated herself. In"
38783 "the legal profession she has not only been admitted to practice in"
38783 "various places, but has also been appointed to public office. It must be"
38783 "understood that such positions as those just remarked are not secured"
38783 "without a struggle, but all told they indicate that the race through its"
38783 "womanhood is more and more taking part in the general life of the"
38783 "country."
38783 ""
38783 "In keeping with the romantic quality of the race it was but natural that"
38783 "from the first there should have been special effort at self-expression"
38783 "in literature, music, and other forms of art. The first Negro woman to"
38783 "strike the public imagination was Phillis Wheatley, who even as a young"
38783 "girl wrote acceptable verse. Her _Poems on Various Subjects_ published"
38783 "in 1773 at once attracted attention, and it was fitting that the first"
38783 "Negro woman to become distinguished in America should be one of"
38783 "outstanding piety and nobility of soul. Just a few years before the"
38783 "Civil War Frances Ellen Watkins, better known as Mrs. F. E. W. Harper,"
38783 "entered upon her career as a writer of popular poetry. At the present"
38783 "time attention centers especially upon Mrs. Georgia Douglas Johnson, who"
38783 "early in 1918 produced in _The Heart of a Woman_ a little volume of"
38783 "delicate and poignantly beautiful verse, and from whom greater and"
38783 "greater things are expected, as she not only has the temperament of an"
38783 "artist but has also undergone a period of severe training in her chosen"
38783 "field. In the wider field of prose--including especially stories,"
38783 "essays, and sketches--Mrs. Alice Moore Dunbar-Nelson is prominent. In"
38783 "1899 she produced _The Goodness of St. Rocque, and other stories_, and"
38783 "since then has continued her good work in various ways. The whole field"
38783 "of literature is a wide one, one naturally appealing to many of the"
38783 "younger women, and one that with all its difficulties and lack of"
38783 "financial return does offer some genuine reward to the candidate who is"
38783 "willing to work hard and who does not seek a short cut to fame."
38783 ""
38783 "In music the race has produced more women of distinction than in any"
38783 "other field. This was natural, for the Negro voice is world famous. The"
38783 "pity is that all too frequently some of the most capable young women"
38783 "have not had the means to cultivate their talents and hence have fallen"
38783 "by the wayside. Some day it is to be hoped that a great philanthropist"
38783 "will endow a real conservatory at which such persons may find some"
38783 "genuine opportunity and encouragement in their development in their days"
38783 "of struggle. In spite of all the difficulties, however, there have been"
38783 "singers who have risen to very high things in their art. Even before the"
38783 "Civil War the race produced one of the first rank in Elizabeth Taylor"
38783 "Greenfield, who came into prominence in 1851. This artist, born in"
38783 "Mississippi, was taken to Philadelphia and there cared for by a Quaker"
38783 "lady. The young woman did not soon reveal her gift to her friend,"
38783 "thinking that it might be frowned upon as something too worldly. Her"
38783 "guardian learned of it by accident, however, and one day surprised her"
38783 "by asking, \"Elizabeth, is it true that thee can sing?\" \"Yes,\" replied"
38783 "the young woman in confusion. \"Let me hear thee.\" And Elizabeth sang;"
38783 "and her friend, realizing that she had a voice of the first quality,"
38783 "proceeded to give her the best instruction that it was possible to get."
38783 "Elizabeth Taylor Greenfield had a marvelous voice embracing twenty-seven"
38783 "notes, reaching from the sonorous bass of a baritone to the highest"
38783 "soprano. A voice with a range of more than three octaves naturally"
38783 "attracted much attention in both England and America, and comparisons"
38783 "with Jenny Lind, then at the height of her great fame, were frequent."
38783 "In the next generation arose Madame Selika, a cultured singer of the"
38783 "first rank, and one who by her arias and operatic work generally, as"
38783 "well as by her mastery of language, won great success on the continent"
38783 "of Europe as well as in England and America. The careers of some later"
38783 "singers are so recent as to be still fresh in the public memory; some in"
38783 "fact may still be heard. It was in 1887 that Flora Batson entered on the"
38783 "period of her greatest success. She was a ballad singer and her work at"
38783 "its best was of the sort that sends an audience into the wildest"
38783 "enthusiasm. In a series of temperance meetings in New York she sang for"
38783 "ninety consecutive nights, with never-failing effect, one song, \"Six"
38783 "Feet of Earth Make Us All One Size.\" Her voice exhibited a compass of"
38783 "three octaves, but even more important than its range was its remarkable"
38783 "sympathetic quality. Early in the last decade of the century appeared"
38783 "also Mrs. Sissieretta Jones, whose voice at once commanded attention as"
38783 "one of unusual richness and volume, and as one exhibiting especially the"
38783 "plaintive quality ever present in the typical Negro voice."
38783 ""
38783 "At the present time there are several promising singers; and there are"
38783 "also those who in various ways are working for the general advancement"
38783 "of the race in music. Mrs. E. Azalia Hackley, for some years prominent"
38783 "as a concert soprano, has recently given her time most largely to the"
38783 "work of teaching and showing the capabilities of the Negro voice."
38783 "Possessed of a splendid musical temperament, she has enjoyed the benefit"
38783 "of three years of foreign study and generally inspired many younger"
38783 "singers or performers. Prominent among many excellent pianists is Mrs."
38783 "Hazel Harrison Anderson, who also has studied much abroad and who has"
38783 "appeared in many noteworthy recitals. Mrs. Maud Cuney Hare, of Boston, a"
38783 "concert pianist, has within the last few years given several excellent"
38783 "lecture-recitals dealing with Afro-American music."
38783 ""
38783 "As between painting and sculpture the women of the race have shown a"
38783 "decided preference for sculpture. While there are some students of"
38783 "promise, no woman has as yet achieved distinction on work of really"
38783 "professional quality in the realm of painting. On the other hand there"
38783 "have been three or four sculptors of genuine merit. As early as 1865"
38783 "Edmonia Lewis began to attract attention by her busts of prominent"
38783 "people. Within the last few years the work of Mrs. May Howard Jackson,"
38783 "of Washington, has attracted the attention of the discerning; and that"
38783 "of Mrs. Meta Warrick Fuller is reserved for special comment."
38783 ""
38783 "Any such review as this naturally has its limitations. We can indicate"
38783 "only a few of the outstanding individuals here and there. At least"
38783 "enough has been said, however, to show that the Negro woman is making"
38783 "her way at last into every phase of noble endeavor. In the pages that"
38783 "follow we shall attempt to set forth at somewhat greater length the life"
38783 "and work of a few of those whose achievement has been most signal and"
38783 "whose interest in their sisters has been unfailing."
38783 ""
38783 ""
38783 ""
38783 ""
38783 "[Illustration:"
38783 ""
38783 "IN MEMORY OF"
38783 ""
38783 "HARRIET TUBMAN"
38783 ""
38783 "BORN A SLAVE IN MARYLAND ABOUT 1821 DIED IN AUBURN, N.Y. MARCH 10TH,"
38783 "1913"
38783 ""
38783 "CALLED THE \"MOSES\" OF HER PEOPLE. DURING THE CIVIL WAR, WITH RARE"
38783 "COURAGE, SHE LED OVER THREE HUNDRED NEGROES UP FROM SLAVERY TO FREEDOM,"
38783 "AND RENDERED INVALUABLE SERVICE AS NURSE AND SPY."
38783 ""
38783 "WITH IMPLICIT TRUST IN GOD SHE BRAVED EVERY DANGER AND OVERCAME EVERY"
38783 "OBSTACLE, WITHAL SHE POSSESSED EXTRAORDINARY FORESIGHT AND JUDGMENT SO"
38783 "THAT SHE TRUTHFULLY SAID--"
38783 ""
38783 "\"ON MY UNDERGROUND RAILROAD I NEBBER RUN MY TRAIN OFF DE TRACK AND I"
38783 "NEBBER LOS' A PASSENGER.\""
38783 ""
38783 "       *       *       *       *       *"
38783 ""
38783 "    THIS TABLET IS ERECTED"
38783 "    BY THE CITIZENS OF AUBURN"
38783 "    .1914."
38783 ""
38783 "Used through courtesy of John Williams, Inc., Bronze Foundry and Iron"
38783 "Works, New York, N. Y.]"
38783 ""
38783 ""
38783 ""
38783 ""
38783 "HARRIET TUBMAN"
38783 ""
38783 ""
38783 ""
38783 ""
38783 "<chapter 2>"
38783 ""
38783 "HARRIET TUBMAN[A]"
38783 ""
38783 ""
38783 "Greatest of all the heroines of anti-slavery was Harriet Tubman. This"
38783 "brave woman not only escaped from bondage herself, but afterwards made"
38783 "nineteen distinct trips to the South, especially to Maryland, and"
38783 "altogether aided more than three hundred souls in escaping from their"
38783 "fetters."
38783 ""
38783 "Araminta Ross, better known by the Christian name _Harriet_ that she"
38783 "adopted, and her married name of _Tubman_, was born about 1821 in"
38783 "Dorchester County, on the eastern shore of Maryland, the daughter of"
38783 "Benjamin Ross and Harriet Greene, both of whom were slaves, but who were"
38783 "privileged to be able to live their lives in a state of singular"
38783 "fidelity. Harriet had ten brothers and sisters, not less than three of"
38783 "whom she rescued from slavery; and in 1857, at great risk to herself,"
38783 "she also took away to the North her aged father and mother."
38783 ""
38783 "When Harriet was not more than six years old she was taken away from her"
38783 "mother and sent ten miles away to learn the trade of weaving. Among"
38783 "other things she was set to the task of watching muskrat traps, which"
38783 "work compelled her to wade much in water. Once she was forced to work"
38783 "when she was already ill with the measles. She became very sick, and her"
38783 "mother now persuaded her master to let the girl come home for a while."
38783 ""
38783 "Soon after Harriet entered her teens she suffered a misfortune that"
38783 "embarrassed her all the rest of her life. She had been hired out as a"
38783 "field hand. It was the fall of the year and the slaves were busy at such"
38783 "tasks as husking corn and cleaning up wheat. One of them ran away. He"
38783 "was found. The overseer swore that he should be whipped and called on"
38783 "Harriet and some others that happened to be near to help tie him. She"
38783 "refused, and as the slave made his escape she placed herself in a door"
38783 "to help to stop pursuit of him. The overseer caught up a two-pound"
38783 "weight and threw it at the fugitive; but it missed its mark and struck"
38783 "Harriet a blow on the head that was almost fatal. Her skull was broken"
38783 "and from this resulted a pressure on her brain which all her life left"
38783 "her subject to fits of somnolency. Sometimes these would come upon her"
38783 "in the midst of a conversation or any task at which she might be"
38783 "engaged; then after a while the spell would pass and she could go on as"
38783 "before."
38783 ""
38783 "After Harriet recovered sufficiently from her blow she lived for five or"
38783 "six years in the home of one John Stewart, working at first in the house"
38783 "but afterwards hiring her time. She performed the most arduous labor in"
38783 "order to get the fifty or sixty dollars ordinarily exacted of a woman in"
38783 "her situation. She drove oxen, plowed, cut wood, and did many other such"
38783 "things. With her firm belief in Providence, in her later years she"
38783 "referred to this work as a blessing in disguise as it gave her the firm"
38783 "constitution necessary for the trials and hardships that were before"
38783 "her. Sometimes she worked for her father, who was a timber inspector and"
38783 "superintended the cutting and hauling of large quantities of timber for"
38783 "the Baltimore ship-yards. Her regular task in this employment was the"
38783 "cutting of half a cord of wood a day."
38783 ""
38783 "About 1844 Harriet was married to a free man named John Tubman. She had"
38783 "no children. Two years after her escape in 1849 she traveled back to"
38783 "Maryland for her husband, only to find him married to another woman and"
38783 "no longer caring to live with her. She felt the blow keenly, but did not"
38783 "despair and more and more gave her thought to what was to be the great"
38783 "work of her life."
38783 ""
38783 "It was not long after her marriage that Harriet began seriously to"
38783 "consider the matter of escape from bondage. Already in her mind her"
38783 "people were the Israelites in the land of Egypt, and far off in the"
38783 "North _somewhere_ was the land of Canaan. In 1849 the master of her"
38783 "plantation died, and word passed around that at any moment she and two"
38783 "of her brothers were to be sold to the far South. Harriet, now"
38783 "twenty-four years old, resolved to put her long cherished dreams into"
38783 "effect. She held a consultation with her brothers and they decided to"
38783 "start with her at once, that very night, for the North. She could not go"
38783 "away, however, without giving some intimation of her purpose to the"
38783 "friends she was leaving behind. As it was not advisable for slaves to be"
38783 "seen too much talking together, she went among her old associates"
38783 "singing as follows:"
38783 ""
38783 "    When dat ar ol' chariot comes"
38783 "      I'm gwine to leabe you;"
38783 "    I'm boun' for de Promised Land;"
38783 "      Frien's, I'm gwine to leabe you."
38783 ""
38783 "    I'm sorry, frien's, to leabe you;"
38783 "      Farewell! oh, farewell!"
38783 "    But I'll meet you in de mornin';"
38783 "      Farewell! oh, farewell!"
38783 ""
38783 "    I'll meet you in de mornin'"
38783 "      When you reach de Promised Land;"
38783 "    On de oder side of Jordan,"
38783 "      For I'm boun' for de Promised Land."
38783 ""
38783 "The brothers started with her; but the way was unknown, the North was"
38783 "far away, and they were constantly in terror of recapture. They turned"
38783 "back, and Harriet, after watching their retreating forms, again fixed"
38783 "her eyes on the north star. \"I had reasoned dis out in my min',\" said"
38783 "she; \"there was one of two things I had a right to, liberty or death. If"
38783 "I could not have one, I would have de other, for no man should take me"
38783 "alive. I would fight for my liberty as long as my strength lasted, and"
38783 "when de time came for me to go, the Lord would let them take me.\""
38783 ""
38783 "\"And so without money, and without friends,\" says Mrs. Bradford, \"she"
38783 "started on through unknown regions; walking by night, hiding by day, but"
38783 "always conscious of an invisible pillar of cloud by day, and of fire by"
38783 "night, under the guidance of which she journeyed or rested. Without"
38783 "knowing whom to trust, or how near the pursuers might be, she carefully"
38783 "felt her way, and by her native cunning, or by God-given wisdom she"
38783 "managed to apply to the right people for food, and sometimes for"
38783 "shelter; though often her bed was only the cold ground, and her watchers"
38783 "the stars of night. After many long and weary days of travel, she found"
38783 "that she had passed the magic line which then divided the land of"
38783 "bondage from the land of freedom.\" At length she came to Philadelphia,"
38783 "where she found work and the opportunity to earn a little money. It was"
38783 "at this time, in 1851, after she had been employed for some months, that"
38783 "she went back to Maryland for her husband only to find that he had not"
38783 "been true."
38783 ""
38783 "In December, 1850, she had visited Baltimore and brought away a sister"
38783 "and two children. A few months afterwards she took away a brother and"
38783 "two other men. In December, 1851, she led out a party of eleven, among"
38783 "them being another brother and his wife. With these she journeyed to"
38783 "Canada, for the Fugitive Slave Law was now in force and, as she quaintly"
38783 "said, there was no safety except \"under the paw of the British Lion.\""
38783 "The winter, however, was hard on the poor fugitives, who unused to the"
38783 "climate of Canada, had to chop wood in the forests in the snow. Often"
38783 "they were frost-bitten, hungry, and almost always poorly clad. But"
38783 "Harriet was caring for them. She kept house for her brother, and the"
38783 "fugitives boarded with her. She begged for them and prayed for them, and"
38783 "somehow got them through the hard winter. In the spring she returned to"
38783 "the States, as usual working in hotels and families as a cook. In 1852"
38783 "she once more went to Maryland, this time bringing away nine fugitives."
38783 ""
38783 "It must not be supposed that those who started on the journey northward"
38783 "were always strong-spirited characters. The road was rough and attended"
38783 "by dangers innumerable. Sometimes the fugitives grew faint-hearted and"
38783 "wanted to turn back. Then would come into play the pistol that Harriet"
38783 "always carried with her. \"Dead niggers tell no tales,\" said she,"
38783 "pointing it at them; \"you go on or die!\" By this heroic method she"
38783 "forced many to go onward and win the goal of freedom."
38783 ""
38783 "Unfailing was Harriet Tubman's confidence in God. A customary form of"
38783 "prayer for her was, \"O Lord, you've been with me in six troubles; be"
38783 "with me in the seventh.\" On one of her journeys she came with a party of"
38783 "fugitives to the home of a Negro who had more than once assisted her and"
38783 "whose house was one of the regular stations on the so-called Underground"
38783 "Railroad. Leaving her party a little distance away Harriet went to the"
38783 "door and gave the peculiar rap that was her regular signal. Not meeting"
38783 "with a ready response, she knocked several times. At length a window was"
38783 "raised and a white man demanded roughly what she wanted. When Harriet"
38783 "asked for her friend she was informed that he had been obliged to leave"
38783 "for assisting Negroes. The situation was dangerous. Day was breaking and"
38783 "something had to be done at once. A prayer revealed to Harriet a place"
38783 "of refuge. Outside of the town she remembered that there was a little"
38783 "island in a swamp, with much tall grass upon it. Hither she conducted"
38783 "her party, carrying in a basket two babies that had been drugged. All"
38783 "were cold and hungry in the wet grass; still Harriet prayed and waited"
38783 "for deliverance. How relief came she never knew; she felt that it was"
38783 "not necessarily her business to know. After they had waited through the"
38783 "day, however, at dusk there came slowly along the pathway on the edge of"
38783 "the swamp a man clad in the garb of a Quaker. He seemed to be talking to"
38783 "himself, but Harriet's sharp ears caught the words: \"My wagon stands in"
38783 "the barnyard of the next farm across the way. The horse is in the"
38783 "stable; the harness hangs on a nail;\" and then the man was gone. When"
38783 "night came Harriet stole forth to the place designated, and found not"
38783 "only the wagon but also abundant provisions in it, so that the whole"
38783 "party was soon on its way rejoicing. In the next town dwelt a Quaker"
38783 "whom Harriet knew and who readily took charge of the horse and wagon for"
38783 "her."
38783 ""
38783 "Naturally the work of such a woman could not long escape the attention"
38783 "of the abolitionists. She became known to Thomas Garrett, the"
38783 "great-hearted Quaker of Wilmington, who aided not less than three"
38783 "thousand fugitives to escape, and also to Grit Smith, Wendell Phillips,"
38783 "William H. Seward, F. B. Sanborn, and many other notable men interested"
38783 "in the emancipation of the Negro. From time to time she was supplied"
38783 "with money, but she never spent this for her own use, setting it aside"
38783 "in case of need on the next one of her journeys. In her earlier years,"
38783 "however, before she became known, she gave of her own slender means for"
38783 "the work."
38783 ""
38783 "Between 1852 and 1857 she made but one or two journeys, because of the"
38783 "increasing vigilance of slaveholders and the Fugitive Slave Law. Great"
38783 "rewards were offered for her capture and she was several times on the"
38783 "point of being taken, but always escaped by her shrewd wit and what she"
38783 "considered warnings from heaven. While she was intensely practical, she"
38783 "was also a most firm believer in dreams. In 1857 she made her most"
38783 "venturesome journey, this time taking with her to the North her old"
38783 "parents who were no longer able to walk such distances as she was forced"
38783 "to go by night. Accordingly she had to hire a wagon for them, and it"
38783 "took all her ingenuity to get them through Maryland and Delaware. At"
38783 "length, however, she got them to Canada, where they spent the winter. As"
38783 "the climate was too rigorous, however, she afterwards brought them down"
38783 "to New York, and settled them in a home in Auburn, N. Y., that she had"
38783 "purchased on very reasonable terms from Secretary Seward. Somewhat later"
38783 "a mortgage on the place had to be lifted and Harriet now made a"
